Country Name	Country Code	Indicator Name	Indicator Code	1960	1961	1962	1963	1964	1965	1966	1967	1968	1969	1970	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019
巴巴多斯	BRB	最高10% 占有的收入份额	SI.DST.10TH.10																																																												
文莱达鲁萨兰国	BRN	最高10% 占有的收入份额	SI.DST.10TH.10																																																												
不丹	BTN	最高10% 占有的收入份额	SI.DST.10TH.10																																												32.2				29.4					30.7					27.9		
博茨瓦纳	BWA	最高10% 占有的收入份额	SI.DST.10TH.10																										42.9								51.2									53.1							49.6						41.5				
中非共和国	CAF	最高10% 占有的收入份额	SI.DST.10TH.10																																	47.7											33					46.2											
加拿大	CAN	最高10% 占有的收入份额	SI.DST.10TH.10																						24.3						23.8				23.6			23.6			23.8	25.3		25.5				25.6			26			25.7			25.3						
中歐和波羅的海	CEB	最高10% 占有的收入份额	SI.DST.10TH.10																																																												
瑞士	CHE	最高10% 占有的收入份额	SI.DST.10TH.10																																															26	26.7	26.3	25.6	25.4	24.6	25	25.5	25.5	25.2				
海峡群岛	CHI	最高10% 占有的收入份额	SI.DST.10TH.10																																																												
智利	CHL	最高10% 占有的收入份额	SI.DST.10TH.10																												45.4			47.1		45.2		45.9		44.4		45		42.6			41.4			38.4			39.7		38.5		38.4		38		37.9		
中国	CHN	最高10% 占有的收入份额	SI.DST.10TH.10																															25.8						27.3			29.4			31.3			30.8			32		32.6	31.8	31.5	30.3	29.7	29.4				
科特迪瓦	CIV	最高10% 占有的收入份额	SI.DST.10TH.10																										35.6	29.5	32	28.3				29.5			32.8			30.1				32.7						32.6							31.9				
喀麦隆	CMR	最高10% 占有的收入份额	SI.DST.10TH.10																																					36.2					33.6						33							35					
刚果（金）	COD	最高10% 占有的收入份额	SI.DST.10TH.10																																													32.4								32							
刚果（布）	COG	最高10% 占有的收入份额	SI.DST.10TH.10																																														36.9						37.9								
哥伦比亚	COL	最高10% 占有的收入份额	SI.DST.10TH.10																																	40.5				45.6			46.9	47	45.8	44.8	42.4	44.2	42.8			43.9	43	43.5	42.4	41.4	41.5	41.6	40	40	39		
科摩罗	COM	最高10% 占有的收入份额	SI.DST.10TH.10																																													48.1									33.7						
佛得角	CPV	最高10% 占有的收入份额	SI.DST.10TH.10																																										42.6						37.1												
哥斯达黎加	CRI	最高10% 占有的收入份额	SI.DST.10TH.10																						33.7					23.1			33.7	33	34.3	33.7	33.7	35.3	33.8	34.3	33.8	34	35.9	35.7	39.8	40.5	37	36.5	35.8	38.5	38.9	37.7	39.4	37.1	37.1	37	37.4	36.9	36.8	37.3	37		
加勒比小国	CSS	最高10% 占有的收入份额	SI.DST.10TH.10																																																												
古巴	CUB	最高10% 占有的收入份额	SI.DST.10TH.10																																																												
库拉索	CUW	最高10% 占有的收入份额	SI.DST.10TH.10																																																												
开曼群岛	CYM	最高10% 占有的收入份额	SI.DST.10TH.10																																																												
塞浦路斯	CYP	最高10% 占有的收入份额	SI.DST.10TH.10																																													24.3	24.8	26	25.4	26.2	26.2	25.7	26.7	28	30.8	28.8	27.4				
捷克共和国	CZE	最高10% 占有的收入份额	SI.DST.10TH.10																																		23.6			22.7								23.1	22.9	22.6	22.3	22.9	22.3	22.4	22.2	22.1	22.6	22.1	22.1				
德国	DEU	最高10% 占有的收入份额	SI.DST.10TH.10																																22.9			23.1	23			22.3		23	24.2	23.9	24.3	24.2	25.7	24.9	25.2	25	24.1	24	24.3		24.6		24.8				
吉布提	DJI	最高10% 占有的收入份额	SI.DST.10TH.10																																											30.8										34.4	34.1				32.3		
多米尼克	DMA	最高10% 占有的收入份额	SI.DST.10TH.10																																																												
丹麦	DNK	最高10% 占有的收入份额	SI.DST.10TH.10																																												21.4	20.6	20.9	21.7	22.1	21	21.8	22.5	22.7	23.1	23.7	23.5	23.8				
多米尼加共和国	DOM	最高10% 占有的收入份额	SI.DST.10TH.10																											36.1			39.8			41.9				36.5	37.9			40.2	39.2	38.3	41.7	41.7	39	41.2	38.6	37.8	38.7	36.5	37.5	36	37.9	33.4	34.9	35.4			
阿尔及利亚	DZA	最高10% 占有的收入份额	SI.DST.10TH.10																													32.8							26.9																22.9								
东亚与太平洋地区（不包括高收入）	EAP	最高10% 占有的收入份额	SI.DST.10TH.10																																																												
早人口紅利	EAR	最高10% 占有的收入份额	SI.DST.10TH.10																																																												
东亚与太平洋地区	EAS	最高10% 占有的收入份额	SI.DST.10TH.10																																																												
欧洲与中亚地区（不包括高收入）	ECA	最高10% 占有的收入份额	SI.DST.10TH.10																																																												
欧洲与中亚地区	ECS	最高10% 占有的收入份额	SI.DST.10TH.10																																																												
厄瓜多尔	ECU	最高10% 占有的收入份额	SI.DST.10TH.10																												38.4							42.5				37.9	47.9	45.9			41.9	42.4	41.2	41.1	42	38.1	37.1	37.5	34.1	34.6	35.7	34.4	34.9	34.3	33.8		
阿拉伯埃及共和国	EGY	最高10% 占有的收入份额	SI.DST.10TH.10																															26.7					26				28.3					27.4				27		26.1		24.7			27.8				
欧洲货币联盟	EMU	最高10% 占有的收入份额	SI.DST.10TH.10																																																												
厄立特里亚	ERI	最高10% 占有的收入份额	SI.DST.10TH.10																																																												
西班牙	ESP	最高10% 占有的收入份额	SI.DST.10TH.10																																												23.9	24.8	24.3	24.9	25.5	25.6	25.9	26	25.9	25.8	25.9	26	26.2				
爱沙尼亚	EST	最高10% 占有的收入份额	SI.DST.10TH.10																																		31.3										28.4	25.9	26.1	26.8	24	24.9	24.4	24.3	24.7	25.2	26.6	26.2	24.4				
埃塞俄比亚	ETH	最高10% 占有的收入份额	SI.DST.10TH.10																																				38				25.5					25.6						27.4					28.5				
欧洲联盟	EUU	最高10% 占有的收入份额	SI.DST.10TH.10																																																												
脆弱和受衝突影響的情況下	FCS	最高10% 占有的收入份额	SI.DST.10TH.10																																																												
芬兰	FIN	最高10% 占有的收入份额	SI.DST.10TH.10																																												23	23.2	23	23	23.3	22.9	22.6	22.5	22.7	22.3	22.2	22	22.4				
斐济	FJI	最高10% 占有的收入份额	SI.DST.10TH.10																																											29.6						32.9					29.7						
法国	FRA	最高10% 占有的收入份额	SI.DST.10TH.10																																												25.1	24.5	23.9	23.5	26.2	26.7	26.1	27.1	26.9	26.8	26.4	26.1	26.6				
法罗群岛	FRO	最高10% 占有的收入份额	SI.DST.10TH.10																																																												
密克罗尼西亚联邦	FSM	最高10% 占有的收入份额	SI.DST.10TH.10																																														32.5								29.7						
加蓬	GAB	最高10% 占有的收入份额	SI.DST.10TH.10																																														33.1												27.7		
英国	GBR	最高10% 占有的收入份额	SI.DST.10TH.10																																													27.7	26.1	26.7	27.9	26.3	26.5	26.7	25.3	24.6	25.3	26.1	25.4				
格鲁吉亚	GEO	最高10% 占有的收入份额	SI.DST.10TH.10																																					27.9	29.9	31.2	29.9	30.3	30	28.2	27.1	26.7	27.7	27.5	28.9	29.1	28.9	29.5	29.8	29.3	29.1	28.6	27.8	28.1	28.9		
加纳	GHA	最高10% 占有的收入份额	SI.DST.10TH.10																												27.3	28.1			30.1							29.6							32.7							31.7				32.2			
直布罗陀	GIB	最高10% 占有的收入份额	SI.DST.10TH.10																																																												
几内亚	GIN	最高10% 占有的收入份额	SI.DST.10TH.10																																31.7			36								34					30.1					26.4							
冈比亚	GMB	最高10% 占有的收入份额	SI.DST.10TH.10																																							37.7					36.9							34.9					28.7				
几内亚比绍共和国	GNB	最高10% 占有的收入份额	SI.DST.10TH.10																																		34.4									28.1								42									
赤道几内亚	GNQ	最高10% 占有的收入份额	SI.DST.10TH.10																																																												
希腊	GRC	最高10% 占有的收入份额	SI.DST.10TH.10																																												24.6	25.5	26.3	26.7	26	26	26	25.6	25.6	26.6	26.4	26.1	26.2				
格林纳达	GRD	最高10% 占有的收入份额	SI.DST.10TH.10																																																												
格陵兰	GRL	最高10% 占有的收入份额	SI.DST.10TH.10																																																												
危地马拉	GTM	最高10% 占有的收入份额	SI.DST.10TH.10																											46.7			46.8											43.9						43.2								38					
关岛	GUM	最高10% 占有的收入份额	SI.DST.10TH.10																																																												
圭亚那	GUY	最高10% 占有的收入份额	SI.DST.10TH.10																																							34.1																					
高收入国家	HIC	最高10% 占有的收入份额	SI.DST.10TH.10																																																												
中国香港特别行政区	HKG	最高10% 占有的收入份额	SI.DST.10TH.10																																																												
洪都拉斯	HND	最高10% 占有的收入份额	SI.DST.10TH.10																														48.2	45.5	40.8	41.4	42.8	43.5	43.8	43.7	41.4	44.6	41.9		41.8	42.7	45.1	44.9	46.1	44	43.1	43	38.4	40.2	44.3	44.1	40.2	38.1	37	36.8	37.7		
重债穷国 (HIPC)	HPC	最高10% 占有的收入份额	SI.DST.10TH.10																																																												
克罗地亚	HRV	最高10% 占有的收入份额	SI.DST.10TH.10																													19.5																					24.2	23.9	23.7	23.8	23.7	23.9	23.2				
海地	HTI	最高10% 占有的收入份额	SI.DST.10TH.10																																																					31.2							
匈牙利	HUN	最高10% 占有的收入份额	SI.DST.10TH.10																												19		21.6				24.2											24.2	28	22.8	22.3	22	21.5	23.1	23.1	23.9	24.4	24	23.8				
只有IBRD	IBD	最高10% 占有的收入份额	SI.DST.10TH.10																																																												
IBRD与IDA	IBT	最高10% 占有的收入份额	SI.DST.10TH.10																																																												
IDA總	IDA	最高10% 占有的收入份额	SI.DST.10TH.10																																																												
IDA混合	IDB	最高10% 占有的收入份额	SI.DST.10TH.10																																																												
印度尼西亚	IDN	最高10% 占有的收入份额	SI.DST.10TH.10																									26.3			25.6			26.2			27			28.8		26	26.5	24.4	24.9	26.9	26.4	26.9	27.3	28.2	28.9	28.5	28.8	28.9	32	32.2	32.2	31.8	32.4	30.4	29.5		
只有IDA	IDX	最高10% 占有的收入份额	SI.DST.10TH.10																																																												
马恩岛	IMN	最高10% 占有的收入份额	SI.DST.10TH.10																																																												
印度	IND	最高10% 占有的收入份额	SI.DST.10TH.10																								26.4				27.4						26.7											29.1					30		30.1								
未分类国家	INX	最高10% 占有的收入份额	SI.DST.10TH.10																																																												
爱尔兰	IRL	最高10% 占有的收入份额	SI.DST.10TH.10																																												25.9	26.6	26.9	25.6	25.5	24.5	25.5	24.9	25.5	25.9	26	24.9	25.4				
伊朗伊斯兰共和国	IRN	最高10% 占有的收入份额	SI.DST.10TH.10																											36.9				33.5				33.3				33.7							33.3	34			31.3				29	29.8	30.6	30.9			
伊拉克	IRQ	最高10% 占有的收入份额	SI.DST.10TH.10																																															23.6						23.7							
冰岛	ISL	最高10% 占有的收入份额	SI.DST.10TH.10																																												22.6	23.7	24.3	25.4	24.8	27	24	22	22.1	22.1	21.3	23.5					
以色列	ISR	最高10% 占有的收入份额	SI.DST.10TH.10																				26.9							26.9						26.9					28.2				28.7				29.9		29.4			31.2		29.7		28.3		27.7			
意大利	ITA	最高10% 占有的收入份额	SI.DST.10TH.10																																												26.7	26.3	25.5	25.6	24.9	25.6	25.4	26.1	26.4	26.4	25.9	25.5	25.7				
牙买加	JAM	最高10% 占有的收入份额	SI.DST.10TH.10																													33.7		32.1			27.4			32.7			35			38		35.8															
约旦	JOR	最高10% 占有的收入份额	SI.DST.10TH.10																											28.1						35					29.8					29.5				27.5		26.6		27.5									
日本	JPN	最高10% 占有的收入份额	SI.DST.10TH.10																																																	24.7											
哈萨克斯坦	KAZ	最高10% 占有的收入份额	SI.DST.10TH.10																																					26.3					27.1	26.8	25.8	25.1	29.7	24.9	24.6	23.6	23.1	23.1	23	22.9	22.5	22.6	22.6	22.7	23		
肯尼亚	KEN	最高10% 占有的收入份额	SI.DST.10TH.10																																	47.9		33.4			36.3								36.8										31.6				
吉尔吉斯斯坦	KGZ	最高10% 占有的收入份额	SI.DST.10TH.10																																							35.3		24.8	23.9	24	23.3	27.2	26.2	29.4	26.5	25.3	24.6	24.6	23.5	23.1	23.8	22.9	24.8	22.9	23.3		
柬埔寨	KHM	最高10% 占有的收入份额	SI.DST.10TH.10																																																												
基里巴斯	KIR	最高10% 占有的收入份额	SI.DST.10TH.10																																															29.3													
圣基茨和尼维斯	KNA	最高10% 占有的收入份额	SI.DST.10TH.10																																																												
大韩民国	KOR	最高10% 占有的收入份额	SI.DST.10TH.10																																															24		24.5		24.2		23.8							
科威特	KWT	最高10% 占有的收入份额	SI.DST.10TH.10																																																												
拉丁美洲与加勒比海地区（不包括高收入）	LAC	最高10% 占有的收入份额	SI.DST.10TH.10																																																												
老挝	LAO	最高10% 占有的收入份额	SI.DST.10TH.10																																	28.1					29.1					27					29.3					29.8							
黎巴嫩	LBN	最高10% 占有的收入份额	SI.DST.10TH.10																																																				24.8								
利比里亚	LBR	最高10% 占有的收入份额	SI.DST.10TH.10																																																28.3							26		27.1			
利比亚	LBY	最高10% 占有的收入份额	SI.DST.10TH.10																																																												
圣卢西亚	LCA	最高10% 占有的收入份额	SI.DST.10TH.10																																				32.5																					38.6			
拉丁美洲与加勒比海地区	LCN	最高10% 占有的收入份额	SI.DST.10TH.10																																																												
最不发达国家：联合国分类	LDC	最高10% 占有的收入份额	SI.DST.10TH.10																																																												
低收入国家	LIC	最高10% 占有的收入份额	SI.DST.10TH.10																																																												
列支敦士登	LIE	最高10% 占有的收入份额	SI.DST.10TH.10																																																												
斯里兰卡	LKA	最高10% 占有的收入份额	SI.DST.10TH.10																										26.4					27.5					29							33.2				32.8			29.9			32.2				32.9			
中低等收入国家	LMC	最高10% 占有的收入份额	SI.DST.10TH.10																																																												
中低收入国家	LMY	最高10% 占有的收入份额	SI.DST.10TH.10																																																												
莱索托	LSO	最高10% 占有的收入份额	SI.DST.10TH.10																											43.6								48.3								38.3								40.9									
後期人口紅利	LTE	最高10% 占有的收入份额	SI.DST.10TH.10																																																												
立陶宛	LTU	最高10% 占有的收入份额	SI.DST.10TH.10																																		28											27.8	27.1	26.8	26.7	27.6	27.6	24.8	24.5	26.8	27.1	28.9	28.6				
卢森堡	LUX	最高10% 占有的收入份额	SI.DST.10TH.10																																												23.6	23.7	24.3	24.3	25	25.7	24.1	23.7	24.4	26.3	24.2	24.3	25.4				
拉脱维亚	LVA	最高10% 占有的收入份额	SI.DST.10TH.10																																		22.1		25.1	25.7								28.5	30	26.8	28.2	27.7	26.8	26.2	27.3	26.5	26.8	26.6	26.1				
中国澳门特别行政区	MAC	最高10% 占有的收入份额	SI.DST.10TH.10																																																												
圣马丁（法属）	MAF	最高10% 占有的收入份额	SI.DST.10TH.10																																																												
摩洛哥	MAR	最高10% 占有的收入份额	SI.DST.10TH.10																									31.8						30.5								31.1		32.1						33.1							31.9						
摩纳哥	MCO	最高10% 占有的收入份额	SI.DST.10TH.10																																																												
摩尔多瓦	MDA	最高10% 占有的收入份额	SI.DST.10TH.10																																						28.1	30.1	34.4	28.5	29.8	27.5	27.7	27.7	28.5	27.4	26.8	27.1	25	25.4	24.5	23.6	23.3	22.1	22.5	22.7	21.7		
马达加斯加	MDG	最高10% 占有的收入份额	SI.DST.10TH.10																					37													37				30.1		28.9		36.6				32.4					34.3		33.5							
马尔代夫	MDV	最高10% 占有的收入份额	SI.DST.10TH.10																																											34.8							29.9										
中东与北非地区	MEA	最高10% 占有的收入份额	SI.DST.10TH.10																																																												
墨西哥	MEX	最高10% 占有的收入份额	SI.DST.10TH.10																														43.6			43.1		43.4		43.1		41.8		42		39.6		39.6	39.6	38.9		39.1		37.1		38.9		39.5		39.3			
马绍尔群岛	MHL	最高10% 占有的收入份额	SI.DST.10TH.10																																																												
中等收入国家	MIC	最高10% 占有的收入份额	SI.DST.10TH.10																																																												
北马其顿	MKD	最高10% 占有的收入份额	SI.DST.10TH.10																																																		30.7	27.1	26.9	26.5	25.4	24.9	24.8				
马里	MLI	最高10% 占有的收入份额	SI.DST.10TH.10																																			40.4							30.1					30.2			25.7										
马耳他	MLT	最高10% 占有的收入份额	SI.DST.10TH.10																																															22	22.6	22.5	23.7	22.7	23.2	23.4	23.1	23.3	23.6				
缅甸	MMR	最高10% 占有的收入份额	SI.DST.10TH.10																																																								31.7				
中东与北非地区（不包括高收入）	MNA	最高10% 占有的收入份额	SI.DST.10TH.10																																																												
黑山	MNE	最高10% 占有的收入份额	SI.DST.10TH.10																																														24	23.2	24.5	24.5	24.9	22.6	24.7	24.5	24.9	25.7					
蒙古	MNG	最高10% 占有的收入份额	SI.DST.10TH.10																																				25			22.9				24.6					27.8			25.7	26.6	26.2		25.5		25.6			
北马里亚纳群岛	MNP	最高10% 占有的收入份额	SI.DST.10TH.10																																																												
莫桑比克	MOZ	最高10% 占有的收入份额	SI.DST.10TH.10																																					43.8						39.4						36.8						45.5					
毛里塔尼亚	MRT	最高10% 占有的收入份额	SI.DST.10TH.10																												32						42.5		28.7					29.5				32.6				26.2						24.9					
毛里求斯	MUS	最高10% 占有的收入份额	SI.DST.10TH.10																																															28.7						31.6							
马拉维	MWI	最高10% 占有的收入份额	SI.DST.10TH.10																																						61.5							32.8						36.9						38.1			
马来西亚	MYS	最高10% 占有的收入份额	SI.DST.10TH.10																									38.5			36.9		36.4			37			37.9		38.4							34.7			34.7	34.2			33.2		31.8		31.3				
北美	NAC	最高10% 占有的收入份额	SI.DST.10TH.10																																																												
纳米比亚	NAM	最高10% 占有的收入份额	SI.DST.10TH.10																																												54.8						51.8						47.3				
新喀里多尼亚	NCL	最高10% 占有的收入份额	SI.DST.10TH.10																																																												
尼日尔	NER	最高10% 占有的收入份额	SI.DST.10TH.10																																	29.4		32.5											36.2		31.4				26.4			27					
尼日利亚	NGA	最高10% 占有的收入份额	SI.DST.10TH.10																										28.2							31.4				40.7							29.8						32.7										
尼加拉瓜	NIC	最高10% 占有的收入份额	SI.DST.10TH.10																																		44.2					43.4			42.9				39.6				34.2					37.2					
荷兰	NLD	最高10% 占有的收入份额	SI.DST.10TH.10																																													23.7	23.4	24.7	24.1	23.7	22.4	22.4	22.6	22.5	22.7	23.3	23				
挪威	NOR	最高10% 占有的收入份额	SI.DST.10TH.10																																												23.3	27.1	26.3	21.1	22.2	21.8	21.3	21	20.5	20.8	21.3	21.6	22.3				
尼泊尔	NPL	最高10% 占有的收入份额	SI.DST.10TH.10																																				29								36.9							26.4									
瑙魯	NRU	最高10% 占有的收入份额	SI.DST.10TH.10																																																												
新西兰	NZL	最高10% 占有的收入份额	SI.DST.10TH.10																																																												
经合组织成员	OED	最高10% 占有的收入份额	SI.DST.10TH.10																																																												
阿曼	OMN	最高10% 占有的收入份额	SI.DST.10TH.10																																																												
其他小国	OSS	最高10% 占有的收入份额	SI.DST.10TH.10																																																												
巴基斯坦	PAK	最高10% 占有的收入份额	SI.DST.10TH.10																												27.6			27.1						25.2		28.5			26.2			27.5	28.4		27.1			25.8	26.8		26		28.9				
巴拿马	PAN	最高10% 占有的收入份额	SI.DST.10TH.10																				36										42.9		42.5				43.2		44.1	43.4	42.5	43.4	42.8	43.1	42.3	41.3	40.2	41.1	39.7	40.7	40.1	39.7	39.7	39.7	39.6	38.5	39	37.9	37.7		
秘鲁	PER	最高10% 占有的收入份额	SI.DST.10TH.10																																						41.2	44.5	44.9	36.8	39.1	42.1	42.2	37.9	38.5	38.2	37.8	35.4	35.2	34.2	33.5	33.3	32.7	32.2	32.6	32.6	32.3		
菲律宾	PHL	最高10% 占有的收入份额	SI.DST.10TH.10																																									37.7			36.6			36.6			36.3			36.3			34.8				
帕劳	PLW	最高10% 占有的收入份额	SI.DST.10TH.10																																																												
巴布亚新几内亚	PNG	最高10% 占有的收入份额	SI.DST.10TH.10																																					40.7													31										
波兰	POL	最高10% 占有的收入份额	SI.DST.10TH.10																										20.9		21.2		21.6															28.2	26.8	26.4	26.3	26.1	25.8	25.8	25.5	25.3	25.3	25.1	24.2				
預人口紅利	PRE	最高10% 占有的收入份额	SI.DST.10TH.10																																																												
波多黎各	PRI	最高10% 占有的收入份额	SI.DST.10TH.10																																																												
朝鲜民主主义人民共和国	PRK	最高10% 占有的收入份额	SI.DST.10TH.10																																																												
葡萄牙	PRT	最高10% 占有的收入份额	SI.DST.10TH.10																																												30.2	30.8	30.5	29.6	28.8	28.9	27.4	28.2	28.6	27.7	27.5	27.4	27.3				
巴拉圭	PRY	最高10% 占有的收入份额	SI.DST.10TH.10																															30.7					46.1		41.4		42.1		43.1	46.2	44.1	42	40.4	42.4	42.5	40.1	38.1	40.5	41.4	36.9	37.3	40.7	36.7	37.3	39.2		
约旦河西岸和加沙	PSE	最高10% 占有的收入份额	SI.DST.10TH.10																																													26.5	26.7	27.1	27.6		27.4	27.8	27.2					25.2			
太平洋岛国	PSS	最高10% 占有的收入份额	SI.DST.10TH.10																																																												
人口紅利之後	PST	最高10% 占有的收入份额	SI.DST.10TH.10																																																												
法属波利尼西亚	PYF	最高10% 占有的收入份额	SI.DST.10TH.10																																																												
卡塔尔	QAT	最高10% 占有的收入份额	SI.DST.10TH.10																																																												
罗马尼亚	ROU	最高10% 占有的收入份额	SI.DST.10TH.10																														19.2			20.2		22.7												29	27.4	26.5	25.7	25	24.8	25.4	25.4	24.5	24.7				
俄罗斯联邦	RUS	最高10% 占有的收入份额	SI.DST.10TH.10																																		38.3			35.6	29.4	28.6	27.7	27.6	27.9	28.1	30.3	30.5	31.4	31.3	32.8	32.5	31.1	30.6	31.1	32.2	32.4	31.9	29.7				
卢旺达	RWA	最高10% 占有的收入份额	SI.DST.10TH.10																									24.6																40.8					43.9					39.8			37.9			35.6			
南亚	SAS	最高10% 占有的收入份额	SI.DST.10TH.10																																																												
沙特阿拉伯	SAU	最高10% 占有的收入份额	SI.DST.10TH.10																																																												
苏丹	SDN	最高10% 占有的收入份额	SI.DST.10TH.10																																																		26.7										
塞内加尔	SEN	最高10% 占有的收入份额	SI.DST.10TH.10																																42.8			33.9							33.4				30						31								
新加坡	SGP	最高10% 占有的收入份额	SI.DST.10TH.10																																																												
所罗门群岛	SLB	最高10% 占有的收入份额	SI.DST.10TH.10																																														35.7								29.2						
塞拉利昂	SLE	最高10% 占有的收入份额	SI.DST.10TH.10																																												32								26.9								
萨尔瓦多	SLV	最高10% 占有的收入份额	SI.DST.10TH.10																																41.4				38.8	39.4		40.5	38.6	39	38.6	38.8	37.2	35.6	36.8	35.6	35.7	36.1	36	33.2	32.8	32.6	34.2	32.2	31.8	30.7	29.1		
圣马力诺	SMR	最高10% 占有的收入份额	SI.DST.10TH.10																																																												
索马里	SOM	最高10% 占有的收入份额	SI.DST.10TH.10																																																												
塞尔维亚	SRB	最高10% 占有的收入份额	SI.DST.10TH.10																																																					28.6	28.2	27.9	28.7				
撒哈拉以南非洲地区（不包括高收入）	SSA	最高10% 占有的收入份额	SI.DST.10TH.10																																																												
南苏丹	SSD	最高10% 占有的收入份额	SI.DST.10TH.10																																																		33.2										
撒哈拉以南非洲地区	SSF	最高10% 占有的收入份额	SI.DST.10TH.10																																																												
小国	SST	最高10% 占有的收入份额	SI.DST.10TH.10																																																												
圣多美和普林西比	STP	最高10% 占有的收入份额	SI.DST.10TH.10																																									24.5										24.2									
苏里南	SUR	最高10% 占有的收入份额	SI.DST.10TH.10																																								42.7																				
斯洛伐克共和国	SVK	最高10% 占有的收入份额	SI.DST.10TH.10																																					20.8								22	24.9	21.8	20.7	21.3	21.8	21.8	20.9	20.5	22.1	20.3	20.9				
斯洛文尼亚	SVN	最高10% 占有的收入份额	SI.DST.10TH.10																																		24.5											20.6	20.6	20.3	20.4	20.1	20.6	20.7	20.7	21.1	21.4	21.1	21				
